text,label,label_text
Welcome back! What can I get started for you?,0,No Intent
What’s your best-selling soup?,0,No Intent
Hello! Looking for something special?,0,No Intent
Do you have a family-sized portion of salad?,0,No Intent
Are there discounts on the grilled salmon?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
Hi! Do you need help deciding on your meal?,0,No Intent
Hi! Would you like to hear about our specials?,0,No Intent
Does the soup include any sides?,0,No Intent
What’s your best-selling soup?,0,No Intent
Hi there! Ready to place your order?,0,No Intent
"Hello! Are you ready to order, or do you need some recommendations?",0,No Intent
Does the pasta come without cheese?,0,No Intent
Does my order include a fries?,0,No Intent
How long will it take to prepare the fries?,0,No Intent
Hello! What can I get for you?,0,No Intent
Can you tell me about the grilled salmon’s ingredients?,0,No Intent
Thanks! Your food will be ready shortly.,0,No Intent
Do you have any specials with grilled salmon today?,0,No Intent
Thank you! Have a great day!,0,No Intent
Do you have a sandwich available?,0,No Intent
Can you confirm if the lasagna is available?,0,No Intent
Can you make the soup extra spicy?,0,No Intent
Can you make the salad extra spicy?,0,No Intent
Hi! Would you like to hear about our specials?,0,No Intent
"Welcome, sir! How can I help you today?",0,No Intent
Can you make the sandwich extra spicy?,0,No Intent
Thanks for choosing Restaurant!,0,No Intent
Do you have any specials with sandwich today?,0,No Intent
Thanks for choosing Restaurant!,0,No Intent
Do you have a family-sized portion of fries?,0,No Intent
Does the sandwich come without cheese?,0,No Intent
How long will it take to prepare the lasagna?,0,No Intent
Thank you for your order!,0,No Intent
Good day! How may I assist you with your order?,0,No Intent
Hi! Do you need help deciding on your meal?,0,No Intent
Hi! Would you like to hear about our specials?,0,No Intent
Thank you for your order!,0,No Intent
What’s the most popular item on your menu?,0,No Intent
What drinks pair well with a salad?,0,No Intent
What drinks pair well with a sandwich?,0,No Intent
"Welcome, sir! How can I help you today?",0,No Intent
Is the pizza available for pickup?,0,No Intent
Can I have the pizza with no onions?,0,No Intent
Can I customize my soup with extra toppings?,0,No Intent
What’s the most popular item on your menu?,0,No Intent
Do you have a family-sized portion of sandwich?,0,No Intent
Thank you! Have a great day!,0,No Intent
What’s the price of a salad?,0,No Intent
Is the pizza freshly made?,0,No Intent
What drinks pair well with a pizza?,0,No Intent
Good day! How may I assist you with your order?,0,No Intent
Is the pasta freshly made?,0,No Intent
Thank you for your order!,0,No Intent
What’s your best-selling sandwich?,0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
Can you confirm if the grilled salmon is available?,0,No Intent
Thank you for dining with us!,0,No Intent
Can you deliver the burger to my location?,0,No Intent
"Welcome, sir! How can I help you today?",0,No Intent
Thank you! Have a great day!,0,No Intent
What drinks pair well with a grilled salmon?,0,No Intent
Do you have a family-sized portion of pasta?,0,No Intent
Do you have any specials with steak today?,0,No Intent
Is the pasta gluten-free?,0,No Intent
Does the lasagna come with sugar-free options?,0,No Intent
Hello! Looking for something special?,0,No Intent
How long will it take to prepare the salad?,0,No Intent
Thank you for your order!,0,No Intent
Can you make the burger extra spicy?,0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
When can I expect my soup?,0,No Intent
Can you confirm if the burger is available?,0,No Intent
What’s your best-selling grilled salmon?,0,No Intent
Is the sandwich gluten-free?,0,No Intent
Does the lasagna include any sides?,0,No Intent
Hi! Would you like to hear about our specials?,0,No Intent
Thank you for dining with us!,0,No Intent
Thank you for your order!,0,No Intent
Does the pasta include any sides?,0,No Intent
Good day! How may I assist you with your order?,0,No Intent
Can I customize my salad with extra toppings?,0,No Intent
Can you deliver the lasagna to my location?,0,No Intent
Can you deliver the fries to my location?,0,No Intent
Are there discounts on the soup?,0,No Intent
Hi! Would you like to hear about our specials?,0,No Intent
Can you make the pizza extra spicy?,0,No Intent
Can I have the fries with no onions?,0,No Intent
What’s your best-selling fries?,0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
Hello! What can I get for you?,0,No Intent
Does the pasta include any sides?,0,No Intent
Can you deliver the soup to my location?,0,No Intent
Thanks! Your food will be ready shortly.,0,No Intent
Can you recommend something similar to a grilled salmon?,0,No Intent
What’s the nutritional value of a lasagna?,0,No Intent
Do you have any specials with burger today?,0,No Intent
Welcome back! What can I get started for you?,0,No Intent
"Hello! Are you ready to order, or do you need some recommendations?",0,No Intent
Do you have a family-sized portion of pasta?,0,No Intent
Can I customize my fries with extra toppings?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
Good day! How may I assist you with your order?,0,No Intent
Thank you! Have a great day!,0,No Intent
Does the pizza come without cheese?,0,No Intent
Does the pizza come without cheese?,0,No Intent
Is the steak gluten-free?,0,No Intent
Can you confirm if the burger is available?,0,No Intent
Can you tell me about the grilled salmon’s ingredients?,0,No Intent
Thanks for choosing Restaurant!,0,No Intent
Is there a chef’s special that includes a burger?,0,No Intent
Good day! How may I assist you with your order?,0,No Intent
Does the fries come without cheese?,0,No Intent
Thank you for your order!,0,No Intent
Welcome back! What can I get started for you?,0,No Intent
Can you tell me about the soup’s ingredients?,0,No Intent
Can I have the salad with no onions?,0,No Intent
Hi there! Ready to place your order?,0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
Welcome back! What can I get started for you?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
What’s the nutritional value of a burger?,0,No Intent
Can you make the salad extra spicy?,0,No Intent
Do you have a soup available?,0,No Intent
"Welcome, sir! How can I help you today?",0,No Intent
What comes with the lasagna?,0,No Intent
Good day! How may I assist you with your order?,0,No Intent
Can I customize my grilled salmon with extra toppings?,0,No Intent
Do you have any specials with steak today?,0,No Intent
Can you tell me about the salad’s ingredients?,0,No Intent
Is the soup freshly made?,0,No Intent
Does my order include a pizza?,0,No Intent
How long will it take to prepare the sandwich?,0,No Intent
Hi! Would you like to hear about our specials?,0,No Intent
Do you have any specials with soup today?,0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
What comes with the soup?,0,No Intent
Thank you for dining with us!,0,No Intent
Good evening! What’s on your mind today?,0,No Intent
What drinks pair well with a pizza?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
Thank you for your order!,0,No Intent
Thank you for dining with us!,0,No Intent
Welcome back! What can I get started for you?,0,No Intent
Thank you for your order!,0,No Intent
Good day! How may I assist you with your order?,0,No Intent
Can I customize my steak with extra toppings?,0,No Intent
Are there discounts on the lasagna?,0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
What’s the most popular item on your menu?,0,No Intent
Welcome back! What can I get started for you?,0,No Intent
Hi! Do you need help deciding on your meal?,0,No Intent
Can you confirm if the pizza is available?,0,No Intent
When can I expect my sandwich?,0,No Intent
Thank you! Have a great day!,0,No Intent
Thanks for choosing Restaurant!,0,No Intent
Can you deliver the lasagna to my location?,0,No Intent
Is the salad gluten-free?,0,No Intent
Is there a chef’s special that includes a sandwich?,0,No Intent
What’s the most popular item on your menu?,0,No Intent
